id	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
444							2.00 	1.59 	4.37 	6.49 	2.82 	4.30 	5.61 	3.48 	2.59 	2.78 	2.85 	3.98 	4.86 	6.38 	7.30 
445							4.01 	2.70 	4.15 	7.93 	2.52 	4.28 	6.66 	4.16 	3.38 	2.88 	2.28 	3.62 	2.80 	2.15 	1.28 
446							1.94 	1.24 	1.30 	2.27 	1.02 	2.63 	2.75 	2.60 	1.68 	2.46 	3.59 	7.66 	4.69 	4.09 	1.25 
447							1.98 	1.77 	2.44 	4.41 	2.58 	4.38 	7.35 	3.35 	2.31 	2.95 	2.96 	4.18 	5.43 	8.02 	3.01 
448							2.08 	1.39 	2.61 	8.44 	2.33 	4.70 	9.00 	7.63 	5.49 	4.93 	3.47 	12.95 	6.95 	4.84 	2.29 
449							2.05 	1.46 	2.22 	5.24 	2.18 	4.52 	6.25 	4.03 	3.15 	1.86 	2.72 	4.61 	2.78 	1.77 	1.20 
450							2.47 	2.14 	2.73 	13.63 	11.98 	11.56 	12.53 	7.70 	7.38 	9.00 	5.75 	6.41 	4.69 	4.97 	3.78 
451								2.22 	2.32 	6.52 	1.74 	5.01 	4.31 	2.22 	2.13 	2.17 	3.84 	5.59 	2.19 	1.95 	1.13 
452								2.58 	2.13 	3.19 	4.22 	8.10 	12.43 	8.91 	6.14 	7.40 	5.64 	6.60 	6.18 	4.03 	1.70 
453								1.43 	1.27 	5.26 	3.19 	3.49 	3.18 	1.41 	1.13 	1.16 	1.32 	2.74 	2.39 	1.97 	1.19 
454								1.76 	1.82 	3.66 	1.68 	3.09 	5.13 	2.10 	2.59 	2.33 	3.29 	7.64 	6.06 	5.48 	2.46 
455								1.99 	1.91 	3.99 	1.87 	4.12 	7.49 	5.54 	3.90 	4.52 	5.81 	12.23 	9.63 	8.76 	7.11 
456								1.42 	3.49 	3.98 	1.53 	3.91 	3.68 	1.68 	1.26 	1.89 	2.18 	6.01 	3.86 	4.87 	1.30 
457								2.72 	3.60 	4.75 	2.36 	3.41 	4.66 	2.54 	2.56 	2.07 	2.85 	3.73 	3.04 	2.05 	1.25 
458								1.68 	1.54 	2.99 	1.15 	3.27 	2.79 	1.91 	2.08 	6.55 	3.31 	5.84 	4.36 	2.72 	2.32 
459								2.41 	3.89 	7.32 	1.61 	4.88 	2.92 	1.48 	1.45 	1.32 	1.77 	1.99 	2.27 	1.91 	0.81 
460								3.21 	4.07 	3.70 	1.61 	3.71 	8.43 	5.57 	3.27 	6.37 	5.57 	12.70 	6.26 	8.33 	4.62 
461								2.14 	2.14 	7.75 	1.19 	4.74 	3.97 	2.72 	1.86 	2.14 	2.97 	4.12 	3.74 	4.94 	3.14 
462									3.29 	5.59 	1.94 	4.47 	6.21 	4.90 	4.42 	2.78 	4.04 	3.29 	2.98 	2.47 	1.36 
463									4.08 	6.65 	2.75 	3.58 	2.98 	2.35 	2.58 	6.86 	7.38 	7.10 	9.11 	4.51 	5.16 
464									2.12 	4.01 	1.83 	2.95 	2.38 	1.73 	1.60 	1.60 	3.17 	3.81 	4.75 	2.72 	1.58 
465									2.51 	6.08 	1.68 	5.53 	3.22 	2.30 	1.42 	1.45 	1.76 	3.34 	2.55 	3.51 	1.46 
466									3.34 	7.10 	2.07 	6.34 	12.67 	3.76 	2.02 	3.37 	3.44 	10.24 	6.16 	3.99 	1.72 
467									3.26 	3.52 	1.14 	2.52 	5.87 	2.23 	2.16 	2.17 	2.74 	3.27 	2.88 	3.86 	1.92 
468									2.53 	4.75 	1.77 	4.07 	9.03 	5.31 	2.56 	2.69 	5.13 	6.56 	6.22 	2.66 	1.68 
469									3.99 	5.25 	3.03 	5.61 	6.35 	4.67 	4.43 	5.28 	8.50 	21.57 	22.84 	16.33 	9.67 
470									2.75 	4.42 	1.87 	3.84 	3.79 	3.66 	2.93 	2.57 	2.88 	5.52 	5.85 	3.59 	1.90 
471									1.72 	2.66 	1.35 	2.17 	2.61 	1.39 	1.08 	1.10 	1.79 	2.13 	1.69 	1.60 	1.07 
472									3.70 	5.94 	1.74 	4.16 	3.14 	1.92 	2.02 	1.70 	2.22 	4.77 	3.10 	3.69 	1.98 
473									2.31 	4.91 	2.16 	3.94 	3.33 	1.50 	1.50 	1.28 	2.11 	3.20 	2.92 	2.13 	1.42 
474									4.57 	6.42 	3.98 	8.75 	11.01 	5.87 	5.25 	5.46 	5.80 	7.49 	4.45 	3.21 	2.04 
475									2.46 	8.50 	1.71 	5.11 	4.98 	2.14 	2.11 	3.62 	2.86 	3.24 	3.05 	2.42 	1.85 
476									4.23 	7.77 	3.80 	7.64 	8.35 	5.16 	3.51 	6.32 	4.31 	4.62 	4.16 	2.89 	2.36 
477									3.51 	5.47 	2.80 	4.19 	3.53 	2.22 	1.89 	2.62 	5.23 	12.69 	11.09 	5.83 	3.93 
478									2.21 	3.10 	0.75 	1.53 	1.42 	0.98 	1.04 	0.82 	1.39 	3.33 	2.23 	1.72 	0.93 
479									2.42 	6.36 	2.13 	5.80 	4.24 	2.15 	2.21 	1.60 	3.02 	2.72 	2.50 	2.22 	1.28 
480									7.82 	9.34 	2.83 	6.17 	11.50 	6.43 	4.42 	4.30 	7.47 	10.97 	7.36 	16.25 	6.01 
481									2.58 	3.26 	1.58 	3.44 	5.92 	4.17 	3.31 	12.12 	11.96 	9.67 	8.59 	8.20 	10.03 
482									1.76 	2.82 	1.45 	5.78 	4.67 	5.00 	5.11 	6.41 	12.57 	52.30 	53.24 	83.73 	-5.72 
483									4.07 	6.60 	2.56 	5.41 	8.34 	3.85 	1.81 	1.88 	2.58 	3.24 	2.32 	1.63 	0.99 
484									3.17 	5.52 	3.72 	5.21 	5.99 	5.16 	3.12 	3.04 	7.23 	10.61 	6.90 	3.07 	1.54 
485									2.97 	12.01 	-18.28 	-12.09 	1.24 	2.81 	2.56 	2.07 	3.17 	22.55 	12.99 	10.50 	3.97 
486									5.97 	8.04 	2.56 	4.81 	4.97 	3.12 	2.63 	3.62 	4.79 	6.71 	4.90 	3.85 	4.98 
487									2.44 	5.28 	1.96 	2.88 	3.98 	2.12 	1.69 	1.59 	2.11 	4.72 	2.71 	2.24 	0.67 
488									2.59 	5.41 	1.32 	3.47 	3.17 	2.10 	1.32 	1.35 	1.72 	2.04 	2.13 	2.39 	1.20 
489									3.19 	4.71 	2.24 	4.83 	8.30 	3.49 	2.58 	3.55 	4.13 	6.21 	4.56 	4.43 	2.11 
490									4.76 	6.95 	4.34 	6.69 	3.77 	2.03 	1.30 	2.14 	2.06 	1.85 	1.77 	2.42 	1.09 
491									4.45 	9.41 	4.05 	7.29 	18.19 	5.88 	8.30 	4.66 	4.12 	3.82 	2.60 	3.53 	1.62 
492									2.93 	5.33 	1.60 	4.20 	3.41 	1.99 	1.51 	1.51 	1.74 	1.82 	3.35 	2.34 	1.18 
493									3.11 	3.82 	1.31 	3.36 	3.37 	1.69 	1.34 	1.39 	1.62 	2.43 	2.01 	1.83 	1.30 
494									6.35 	6.13 	1.87 	3.60 	3.35 	1.81 	2.72 	2.49 	4.75 	5.43 	4.14 	2.03 	1.24 
495									2.50 	3.60 	1.29 	4.02 	3.71 	2.06 	2.09 	4.79 	5.28 	7.15 	6.79 	6.51 	2.68 
496									2.56 	3.86 	1.33 	3.02 	3.88 	2.53 	2.02 	1.63 	1.82 	3.63 	2.76 	2.75 	1.20 
497									1.51 	2.11 	0.78 	1.78 	1.78 	1.05 	1.00 	1.07 	1.31 	2.19 	1.94 	1.46 	0.74 
498									5.31 	9.17 	2.71 	4.49 	2.96 	1.63 	1.44 	1.33 	1.99 	2.54 	2.70 	2.42 	1.51 
499									3.16 	4.35 	2.55 	6.70 	6.69 	3.31 	2.67 	2.73 	4.28 	8.20 	5.14 	4.44 	4.51 
500									3.85 	4.79 	2.60 	4.56 	5.64 	3.49 	2.58 	3.48 	4.11 	8.32 	4.63 	4.53 	3.25 
501									2.97 	4.22 	3.17 	6.71 	8.87 	4.23 	2.51 	3.08 	3.41 	5.51 	3.53 	1.99 	1.13 
502									2.14 	4.34 	1.26 	4.59 	2.53 	1.21 	1.15 	0.87 	1.24 	1.41 	1.76 	1.69 	0.80 
503									4.42 	17.59 	7.21 	9.66 	7.52 	5.13 	3.09 	3.50 	4.04 	9.61 	3.85 	3.19 	2.31 
504									3.02 	5.06 	2.19 	5.45 	9.62 	5.78 	4.65 	4.13 	5.54 	13.16 	6.43 	2.76 	1.16 
505									10.38 	11.68 	3.83 	8.35 	8.41 	4.27 	4.12 	9.28 	13.67 	37.62 	12.32 	10.64 	5.85 
506									3.42 	6.48 	2.96 	9.93 	9.41 	2.44 	2.61 	2.39 	2.09 	4.21 	2.62 	1.52 	0.98 
507									8.26 	22.83 	2.75 	4.43 	4.56 	2.08 	1.69 	1.78 	2.09 	3.44 	2.73 	1.86 	1.27 
508									3.73 	6.14 	1.50 	3.15 	4.24 	2.17 	1.94 	2.21 	3.58 	5.31 	6.11 	4.80 	5.00 
509									3.29 	4.49 	1.84 	3.41 	6.02 	4.14 	2.97 	3.48 	1.94 	5.05 	2.89 	1.82 	1.36 
510									3.52 	5.64 	2.27 	4.98 	4.18 	2.70 	2.25 	3.27 	2.80 	4.12 	3.29 	2.66 	1.28 
511									3.99 	5.00 	1.56 	4.43 	3.19 	1.64 	1.39 	1.59 	2.25 	4.34 	2.68 	1.74 	0.94 
512									3.39 	8.45 	1.97 	3.72 	3.70 	5.76 	2.64 	3.06 	2.72 	3.78 	2.46 	2.13 	1.87 
513										4.75 	1.54 	3.17 	2.56 	1.70 	1.67 	1.86 	3.37 	3.30 	4.65 	2.92 	2.22 
514										9.55 	2.93 	11.39 	11.80 	5.78 	5.06 	6.92 	6.90 	10.99 	5.14 	3.48 	2.20 
515										5.04 	1.91 	3.97 	4.12 	2.21 	2.32 	2.61 	4.60 	9.73 	10.99 	4.56 	2.88 
516										5.73 	1.44 	4.77 	13.68 	4.18 	3.75 	1.98 	2.21 	2.73 	2.17 	1.93 	1.11 
517										5.38 	3.48 	5.84 	3.83 	2.70 	2.41 	2.91 	6.28 	19.64 	12.18 	8.28 	4.01 
518										4.12 	2.45 	7.28 	5.30 	3.13 	2.42 	2.44 	3.03 	6.10 	4.82 	3.93 	1.84 
519										3.82 	2.53 	3.86 	3.35 	2.30 	2.10 	1.38 	1.84 	2.99 	1.81 	1.45 	1.04 
520										3.60 	1.20 	3.65 	2.13 	1.28 	0.98 	0.88 	1.27 	2.30 	2.48 	2.02 	1.14 
521										12.78 	4.80 	8.21 	6.84 	2.49 	2.22 	2.68 	3.95 	5.49 	3.08 	2.12 	1.35 
522										4.29 	2.38 	3.79 	3.59 	1.99 	1.85 	3.10 	4.31 	7.96 	7.63 	9.28 	3.49 
523										3.14 	1.08 	2.98 	16.41 	8.75 	9.66 	11.60 	15.29 	51.81 	14.96 	4.14 	2.50 
524										7.69 	2.66 	6.92 	6.66 	6.90 	7.34 	2.69 	4.84 	6.57 	6.70 	3.18 	1.40 
525										6.34 	3.84 	5.28 	5.38 	2.75 	2.34 	2.91 	3.98 	6.97 	4.69 	2.57 	2.30 
526										7.86 	2.35 	5.23 	5.44 	3.50 	4.97 	4.26 	5.68 	6.58 	4.81 	3.47 	2.00 
527										4.23 	1.92 	3.80 	3.68 	2.30 	1.68 	3.77 	5.69 	11.85 	7.16 	4.67 	3.16 
528										7.05 	4.42 	5.55 	4.17 	2.33 	1.99 	2.58 	3.10 	4.97 	2.46 	2.33 	1.30 
529										4.36 	1.56 	3.16 	3.65 	2.41 	1.82 	2.09 	3.42 	6.89 	6.13 	5.42 	3.06 
530										7.24 	2.49 	4.69 	4.17 	2.46 	2.80 	2.56 	3.29 	7.16 	13.69 	10.69 	4.53 
531										12.61 	5.41 	10.02 	7.13 	2.97 	2.25 	2.23 	3.35 	6.07 	3.97 	2.65 	1.85 
532										12.73 	6.93 	4.59 	3.57 	1.64 	1.37 	1.06 	1.92 	2.08 	3.38 	2.62 	0.61 
533										11.49 	6.88 	6.48 	10.09 	4.22 	2.06 	1.77 	2.60 	4.58 	2.51 	1.82 	1.27 
534										7.22 	3.38 	5.58 	5.37 	3.59 	3.78 	3.19 	3.43 	7.22 	5.50 	2.12 	3.31 
535										4.07 	1.80 	5.68 	7.28 	3.64 	3.15 	3.65 	5.48 	3.66 	4.76 	3.21 	2.00 
536										3.79 	1.76 	3.94 	5.12 	1.83 	1.48 	2.54 	2.62 	3.26 	3.07 	2.33 	1.65 
537										4.24 	1.69 	4.23 	4.97 	1.93 	1.70 	6.73 	8.85 	6.78 	11.51 	6.60 	4.94 
538										15.11 	3.25 	8.59 	8.97 	3.75 	3.16 	1.69 	1.82 	1.56 	1.48 	1.68 	0.95 
539										6.80 	1.99 	3.14 	8.79 	4.42 	3.27 	4.66 	3.36 	3.17 	2.07 	2.75 	1.60 
540										6.97 	3.25 	7.33 	11.64 	4.28 	3.69 	3.66 	5.99 	7.71 	3.37 	2.65 	1.58 
541										6.38 	2.12 	5.29 	7.63 	3.65 	3.12 	3.51 	4.53 	5.14 	3.48 	1.91 	1.29 
542										6.66 	2.16 	4.05 	7.77 	3.42 	2.23 	1.82 	2.55 	3.01 	2.97 	2.43 	1.21 
543										5.50 	1.60 	3.94 	2.25 	1.42 	1.58 	1.15 	1.32 	2.74 	2.11 	1.22 	0.83 
544										4.55 	1.69 	2.79 	3.05 	2.07 	2.22 	2.92 	3.45 	8.71 	9.29 	5.03 	3.83 
545										4.03 	1.41 	2.71 	3.29 	1.76 	2.01 	1.52 	2.26 	4.34 	2.56 	1.92 	1.27 
546										6.31 	3.01 	5.94 	5.84 	4.77 	2.95 	2.40 	3.48 	7.61 	7.40 	4.59 	2.54 
547										8.51 	2.06 	5.21 	6.39 	3.59 	3.14 	3.75 	6.42 	13.08 	4.53 	2.39 	2.93 
548										6.16 	2.15 	4.72 	8.44 	2.62 	3.35 	4.10 	3.06 	4.41 	4.90 	3.38 	2.61 
549										5.48 	2.90 	6.56 	8.79 	3.10 	2.67 	3.96 	4.94 	6.75 	3.48 	4.16 	1.87 
550										11.26 	4.14 	8.39 	13.17 	9.28 	7.07 	5.26 	4.36 	4.80 	2.96 	2.53 	1.22 
551										5.42 	1.96 	4.26 	4.50 	3.72 	2.83 	4.10 	8.39 	18.65 	8.75 	6.87 	3.66 
552										6.63 	1.87 	4.78 	3.77 	2.44 	2.18 	2.98 	15.43 	28.11 	15.63 	8.02 	4.22 
553										9.59 	2.11 	4.87 	2.31 	1.85 	1.55 	1.89 	1.78 	2.95 	2.36 	1.47 	1.04 
554										5.88 	2.18 	7.33 	5.22 	18.60 	11.99 	2.63 	3.31 	3.48 	3.81 	3.18 	1.60 
555										8.25 	2.08 	4.90 	4.09 	2.67 	3.20 	1.73 	2.18 	2.01 	1.44 	1.51 	1.03 
556										12.76 	5.24 	6.79 	4.73 	2.40 	1.66 	1.71 	2.54 	5.57 	3.36 	2.95 	0.72 
557										7.17 	2.75 	6.65 	7.94 	4.54 	2.96 	9.52 	4.53 	5.78 	4.47 	4.28 	2.94 
558										10.40 	3.18 	4.93 	4.89 	2.42 	2.24 	2.65 	3.08 	6.40 	3.50 	2.30 	1.26 
559										6.42 	2.26 	3.91 	5.06 	3.03 	2.63 	2.91 	3.50 	5.11 	4.31 	2.21 	1.42 
560										12.23 	5.58 	9.55 	6.88 	6.07 	6.19 	8.86 	6.82 	5.80 	3.79 	3.79 	2.68 
561										14.92 	6.34 	6.77 	9.27 	4.24 	2.98 	4.11 	4.79 	6.16 	2.57 	2.03 	1.57 
562										14.81 	8.48 	10.26 	14.51 	7.22 	5.22 	9.12 	10.76 	11.60 	5.26 	5.42 	3.33 
563										6.16 	3.19 	4.09 	5.05 	3.21 	2.27 	1.33 	1.73 	3.19 	2.65 	1.78 	1.40 
564										11.05 	2.41 	7.59 	9.83 	4.47 	5.27 	2.56 	3.20 	3.01 	3.19 	2.56 	1.95 
565										5.85 	1.55 	3.87 	3.40 	1.42 	1.16 	1.66 	2.20 	3.82 	2.82 	2.17 	1.34 
566										7.10 	3.11 	6.46 	5.03 	3.98 	3.34 	3.45 	2.98 	4.31 	2.31 	2.12 	1.94 
567										7.03 	2.85 	5.25 	9.82 	3.35 	3.44 	4.93 	4.62 	3.55 	2.80 	3.46 	2.07 
568										4.43 	1.45 	4.10 	5.04 	3.77 	2.83 	3.37 	3.05 	4.46 	5.39 	3.16 	2.54 
569										6.68 	1.73 	3.65 	4.15 	4.41 	3.93 	3.04 	2.91 	3.54 	2.17 	1.48 	0.92 
570										7.12 	5.81 	12.32 	16.28 	4.86 	3.22 	4.34 	4.13 	10.29 	5.30 	4.09 	2.86 
571										5.23 	2.31 	5.43 	5.73 	3.44 	4.53 	4.63 	4.35 	11.04 	6.68 	5.00 	2.60 
572										4.89 	1.85 	5.23 	4.53 	2.43 	2.00 	3.20 	5.34 	11.50 	10.58 	8.68 	5.93 
573										7.04 	3.18 	5.57 	3.59 	2.46 	1.75 	1.53 	2.15 	4.27 	4.56 	1.76 	3.28 
574										9.75 	2.74 	8.51 	6.45 	3.33 	3.26 	2.90 	3.37 	4.46 	3.30 	2.36 	1.38 
575										7.77 	2.52 	9.68 	14.79 	8.62 	8.69 	12.70 	13.01 	8.35 	6.40 	4.41 	2.41 
576										9.26 	3.48 	5.62 	13.98 	4.03 	4.08 	3.49 	4.31 	7.14 	7.83 	6.23 	3.14 
577										5.10 	2.09 	7.66 	11.59 	5.71 	4.89 	4.93 	7.35 	7.88 	9.66 	8.37 	4.14 
578										7.35 	3.92 	8.56 	6.91 	2.95 	2.42 	2.87 	4.60 	6.32 	3.31 	1.49 	1.00 
579										6.45 	3.00 	5.74 	8.07 	4.02 	2.59 	3.77 	4.87 	6.06 	4.09 	3.06 	1.38 
580										6.75 	1.96 	4.17 	5.44 	5.68 	4.78 	3.83 	4.75 	6.41 	2.22 	2.25 	1.11 
581										8.86 	1.60 	4.76 	3.83 	3.61 	3.35 	3.74 	7.37 	10.15 	6.30 	2.95 	1.60 
582										6.39 	2.63 	4.49 	4.75 	3.98 	3.28 	3.42 	5.60 	12.79 	2.59 	1.70 	0.91 
583										7.39 	2.43 	5.97 	5.67 	4.09 	5.26 	18.79 	14.73 	11.75 	8.40 	4.89 	3.66 
584										7.75 	2.26 	4.41 	5.11 	3.24 	2.74 	2.76 	4.84 	16.23 	7.87 	5.83 	4.53 
585										7.12 	2.63 	4.08 	8.47 	4.45 	3.91 	5.30 	3.97 	8.91 	4.70 	4.12 	2.78 
586										12.95 	3.37 	4.19 	3.88 	2.88 	2.18 	2.76 	3.29 	4.99 	3.48 	2.25 	1.53 
587										6.91 	2.34 	4.27 	5.01 	4.30 	3.93 	3.75 	5.62 	8.39 	5.79 	8.62 	3.11 
588										6.25 	2.87 	5.29 	6.04 	4.75 	3.52 	3.00 	3.80 	6.73 	5.32 	6.37 	4.61 
589										5.96 	2.60 	5.79 	4.83 	3.85 	3.44 	3.12 	17.64 	13.85 	16.01 	7.15 	4.76 
590										5.47 	1.52 	2.92 	3.76 	3.17 	1.65 	1.91 	3.04 	5.12 	2.42 	1.45 	1.06 
591										6.29 	1.92 	3.55 	4.07 	3.35 	2.65 	2.30 	3.53 	5.07 	4.22 	3.91 	2.21 
592										8.69 	3.94 	4.83 	4.54 	2.86 	2.63 	2.53 	4.68 	9.55 	4.15 	2.51 	1.80 
593										4.45 	1.90 	3.55 	5.29 	2.02 	1.59 	2.35 	6.25 	11.64 	4.46 	2.65 	2.44 
594										4.73 	1.36 	3.38 	5.14 	2.01 	1.94 	4.03 	3.62 	3.16 	2.62 	3.40 	1.52 
595										12.46 	4.57 	6.80 	6.32 	4.73 	5.08 	5.86 	4.49 	5.16 	4.69 	3.60 	2.34 
596										8.39 	2.94 	4.30 	3.55 	1.69 	1.22 	1.27 	1.80 	2.21 	1.88 	1.32 	1.02 
597										5.54 	1.78 	4.95 	5.30 	3.63 	4.03 	4.02 	5.80 	6.67 	4.21 	443.28 	-1.79 
598										6.47 	2.00 	3.74 	6.14 	3.83 	2.86 	3.03 	7.53 	13.78 	8.11 	6.50 	3.20 
599										4.70 	1.86 	3.82 	11.04 	3.55 	2.51 	3.26 	6.77 	8.83 	6.07 	4.47 	3.22 
600										5.01 	3.19 	4.85 	3.73 	2.96 	2.47 	3.03 	2.60 	4.87 	3.05 	2.14 	1.80 
601										6.47 	3.35 	11.07 	13.11 	6.47 	6.93 	5.20 	8.72 	11.83 	7.74 	11.18 	6.21 
602										3.48 	1.23 	3.05 	3.79 	2.40 	1.86 	1.82 	2.35 	4.53 	2.37 	1.70 	0.88 
603										6.56 	3.73 	6.16 	3.76 	2.13 	1.71 	2.47 	2.94 	4.63 	3.64 	3.93 	2.19 
604										8.16 	3.25 	5.85 	5.60 	5.20 	3.04 	3.98 	3.67 	7.26 	3.29 	2.61 	1.76 
605										7.11 	2.54 	6.91 	9.35 	4.68 	4.11 	2.15 	3.23 	3.68 	2.71 	1.71 	1.15 
606										7.85 	3.50 	7.91 	4.85 	4.16 	3.56 	2.81 	3.58 	9.43 	3.10 	2.31 	1.50 
607										8.98 	3.46 	7.47 	10.77 	6.02 	6.03 	4.56 	5.39 	5.97 	6.97 	8.32 	3.29 
608										7.06 	3.01 	6.77 	7.41 	2.32 	1.99 	4.03 	3.29 	10.28 	9.35 	8.12 	5.85 
609										6.40 	3.75 	7.73 	12.57 	6.10 	5.60 	7.21 	4.04 	5.84 	5.07 	5.52 	6.50 
610										7.36 	1.99 	4.16 	4.51 	3.22 	2.83 	2.97 	4.31 	4.65 	6.20 	4.15 	2.34 
611										24.36 	6.78 	7.71 	4.52 	1.62 	1.13 	1.70 	2.58 	3.72 	2.53 	3.16 	1.55 
612											2.00 	4.08 	4.69 	2.23 	2.15 	3.08 	4.21 	4.82 	3.16 	2.55 	1.91 
613											3.48 	5.36 	4.54 	1.92 	1.32 	1.29 	1.78 	1.48 	1.30 	1.26 	0.87 
614											2.98 	5.43 	3.71 	1.87 	1.72 	1.84 	2.07 	5.07 	3.87 	2.21 	1.45 
615											1.92 	4.87 	5.08 	1.92 	1.34 	1.25 	1.77 	3.38 	3.35 	2.53 	1.60 
616											2.42 	6.47 	6.31 	3.51 	2.99 	3.40 	7.23 	11.75 	14.06 	6.16 	56.24 
617											1.39 	4.13 	3.67 	1.65 	1.88 	1.55 	1.77 	5.06 	3.14 	1.68 	1.70 
618											2.88 	4.40 	4.87 	2.39 	1.94 	2.04 	2.72 	6.76 	7.39 	3.09 	2.06 
619											2.59 	5.65 	7.01 	3.24 	3.41 	3.88 	9.79 	6.79 	4.55 	4.95 	3.04 
620											1.60 	3.84 	2.86 	1.67 	1.26 	2.16 	4.68 	7.24 	7.34 	3.89 	2.56 
621											1.93 	4.02 	3.75 	1.90 	1.40 	1.22 	1.85 	3.93 	1.57 	2.86 	1.55 
622											3.18 	5.76 	12.78 	5.19 	3.86 	4.98 	5.97 	12.57 	15.40 	9.52 	5.23 
623											4.45 	8.06 	9.88 	8.74 	3.28 	6.31 	5.07 	7.63 	5.19 	3.67 	2.42 
624											5.23 	9.86 	6.31 	2.41 	2.14 	3.53 	3.93 	10.06 	6.25 	3.44 	2.90 
625											3.00 	4.38 	6.80 	3.97 	2.70 	5.05 	4.21 	4.87 	5.20 	3.29 	2.86 
626											2.79 	4.57 	2.78 	1.91 	1.74 	2.04 	6.05 	4.36 	2.83 	3.11 	1.30 
627											4.67 	9.97 	8.96 	3.62 	2.00 	2.34 	3.26 	2.61 	2.06 	2.29 	1.18 
628											5.39 	13.13 	11.46 	9.95 	11.21 	13.50 	11.50 	7.56 	5.47 	5.21 	2.37 
629											2.90 	4.30 	5.60 	2.66 	2.26 	2.09 	2.26 	3.94 	2.78 	1.43 	0.76 
630											2.07 	4.48 	4.16 	2.40 	2.88 	3.97 	3.96 	5.01 	3.03 	2.64 	1.59 
631											2.11 	3.87 	5.97 	3.03 	2.74 	3.49 	4.90 	10.89 	8.56 	10.12 	4.75 
632											6.06 	11.12 	14.77 	7.80 	6.33 	8.06 	7.58 	10.63 	4.22 	3.75 	3.60 
633											2.19 	5.35 	4.72 	2.21 	2.27 	3.52 	4.64 	10.00 	6.20 	3.38 	2.04 
634											2.58 	6.67 	4.93 	5.41 	4.04 	2.29 	2.50 	2.65 	2.52 	1.94 	1.52 
635											2.65 	9.61 	8.44 	2.28 	2.02 	2.23 	1.97 	2.27 	2.13 	1.61 	1.14 
636											2.46 	4.06 	5.62 	4.01 	2.86 	4.76 	5.45 	11.22 	6.71 	4.98 	2.76 
637											2.49 	6.88 	4.36 	2.31 	1.70 	2.38 	4.42 	4.01 	2.82 	1.95 	1.83 
638											1.88 	5.66 	5.02 	2.77 	2.13 	5.18 	5.31 	10.19 	4.76 	2.88 	2.27 
639											4.75 	9.96 	19.45 	7.50 	8.52 	6.77 	5.77 	7.61 	5.03 	10.64 	6.47 
640											2.00 	5.13 	5.71 	3.15 	3.14 	3.55 	4.30 	8.89 	8.06 	5.71 	4.42 
641											3.30 	8.00 	7.57 	3.45 	2.57 	3.14 	4.18 	8.64 	5.17 	4.06 	2.49 
642											1.66 	3.42 	2.80 	2.46 	2.18 	1.52 	2.15 	3.00 	1.79 	1.74 	1.34 
643											2.11 	3.15 	3.90 	2.53 	2.11 	2.40 	2.20 	6.19 	6.33 	4.65 	3.09 
644											2.19 	5.14 	5.98 	3.93 	2.71 	4.65 	8.71 	15.59 	2.77 	1.92 	1.47 
645											3.51 	5.84 	9.98 	9.19 	12.08 	11.24 	4.94 	6.59 	4.82 	6.39 	2.72 
646											2.63 	8.27 	7.63 	2.44 	3.40 	1.87 	2.07 	2.48 	2.74 	2.30 	1.75 
647											2.75 	4.56 	5.59 	4.06 	2.36 	2.70 	2.34 	4.58 	3.36 	2.27 	1.45 
648											1.82 	5.20 	3.91 	3.98 	4.09 	4.16 	4.27 	5.14 	3.59 	2.44 	1.21 
649											1.13 	2.14 	1.86 	1.19 	1.26 	4.49 	6.95 	4.84 	4.01 	3.89 	1.81 
650											3.53 	7.58 	12.57 	8.65 	6.19 	8.45 	4.73 	5.87 	3.88 	3.78 	1.47 
651											5.22 	5.45 	3.94 	2.37 	1.86 	2.55 	2.74 	5.32 	4.02 	3.64 	3.22 
652											2.36 	6.17 	6.25 	3.05 	2.29 	1.57 	2.07 	4.29 	3.38 	1.95 	3.25 
653											2.83 	5.75 	3.55 	1.95 	2.44 	1.31 	1.37 	2.46 	1.70 	1.73 	0.81 
654											2.58 	4.74 	7.31 	3.18 	2.96 	3.46 	3.13 	5.99 	4.70 	4.20 	1.45 
655											1.73 	6.11 	5.64 	2.96 	1.93 	2.26 	3.72 	5.07 	4.02 	2.83 	1.51 
656											2.06 	5.87 	5.57 	2.44 	2.64 	2.86 	2.81 	5.17 	3.36 	2.32 	1.96 
657											3.33 	10.36 	6.69 	2.89 	1.92 	2.36 	2.20 	6.36 	5.52 	3.87 	25.67 
658											2.07 	6.99 	9.62 	2.88 	2.00 	2.86 	2.73 	6.38 	2.38 	1.81 	1.24 
659											2.10 	7.69 	11.39 	4.22 	4.77 	4.12 	3.51 	3.81 	3.10 	1.75 	1.53 
660											4.05 	4.88 	4.50 	3.18 	3.13 	2.47 	2.47 	2.58 	2.30 	2.50 	0.86 
661											5.37 	7.82 	11.43 	7.12 	6.64 	21.39 	7.15 	10.28 	9.79 	7.92 	3.66 
662											3.33 	5.94 	7.62 	2.73 	2.33 	4.56 	4.00 	6.28 	4.38 	3.52 	2.21 
663											2.07 	3.76 	5.21 	2.71 	2.24 	2.29 	3.11 	5.01 	3.78 	3.50 	3.07 
664											3.66 	6.82 	4.93 	3.19 	2.48 	2.53 	2.25 	2.87 	2.34 	1.51 	0.88 
